TypeOfOperation,Duration of operation,QuantityofOxygenConsumed
3,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
5,8.341,125.115
3,9.065,135.975
4,3.006,45.09
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
1,2.417,36.255
4,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
4,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
4,4.008,60.12
3,9.065,135.975
1,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
5,9.065,135.975
4,3.006,45.09
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
5,10.345,155.175
4,2.417,36.255
2,4.008,60.12
4,8.341,125.115
1,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
4,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
5,9.065,135.975
3,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
1,9.065,135.975
4,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
5,2.417,36.255
3,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
1,4.008,60.12
4,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
3,3.006,45.09
1,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
5,1.578,23.67
4,4.008,60.12
2,9.065,135.975
4,10.345,155.175
1,2.417,36.255
3,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
5,5.486,82.29
4,6.256,93.84
2,2.417,36.255
4,1.578,23.67
1,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
5,3.006,45.09
3,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
2,1.578,23.67
1,4.008,60.12
4,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
5,4.008,60.12
3,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
1,2.417,36.255
4,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
4,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
3,4.008,60.12
1,9.065,135.975
2,10.345,155.175
1,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
5,3.006,45.09
4,5.486,82.29
2,6.256,93.84
4,2.417,36.255
1,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
5,4.008,60.12
4,8.341,125.115
2,9.065,135.975
4,3.006,45.09
1,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
5,10.345,155.175
3,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
1,5.486,82.29
4,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
5,4.008,60.12
3,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
1,9.065,135.975
4,3.006,45.09
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
4,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
3,5.486,82.29
1,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
5,9.065,135.975
4,10.345,155.175
2,2.417,36.255
4,4.008,60.12
1,8.341,125.115
3,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
5,2.417,36.255
4,1.578,23.67
2,4.008,60.12
4,9.065,135.975
1,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
5,5.486,82.29
3,6.256,93.84
4,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
1,10.345,155.175
4,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,3.006,45.09
4,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
5,9.065,135.975
3,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
1,1.578,23.67
4,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
3,10.345,155.175
1,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
5,3.006,45.09
4,5.486,82.29
2,6.256,93.84
4,2.417,36.255
1,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
5,4.008,60.12
4,8.341,125.115
2,9.065,135.975
4,3.006,45.09
1,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
5,10.345,155.175
3,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
1,3.006,45.09
4,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
5,4.008,60.12
3,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
1,8.341,125.115
4,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
4,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
3,5.486,82.29
1,6.256,93.84
2,2.417,36.255
1,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
5,2.417,36.255
4,4.008,60.12
2,8.341,125.115
4,9.065,135.975
1,3.006,45.09
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
5,1.578,23.67
4,4.008,60.12
2,9.065,135.975
4,10.345,155.175
1,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
5,2.417,36.255
3,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
1,2.417,36.255
4,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
5,3.006,45.09
3,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
3,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
1,9.065,135.975
4,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
3,4.008,60.12
1,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,3.006,45.09
5,5.486,82.29
4,6.256,93.84
2,2.417,36.255
4,1.578,23.67
1,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
5,8.341,125.115
4,9.065,135.975
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
5,4.008,60.12
3,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
1,6.256,93.84
4,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
5,9.065,135.975
3,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
1,3.006,45.09
4,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,3.006,45.09
4,5.486,82.29
3,6.256,93.84
1,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
5,10.345,155.175
4,2.417,36.255
2,4.008,60.12
4,8.341,125.115
1,9.065,135.975
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
5,1.578,23.67
4,4.008,60.12
2,9.065,135.975
4,10.345,155.175
1,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,3.006,45.09
3,5.486,82.29
5,6.256,93.84
3,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
1,2.417,36.255
4,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
5,3.006,45.09
3,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
3,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
1,9.065,135.975
4,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
3,2.417,36.255
1,4.008,60.12
2,8.341,125.115
1,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
5,2.417,36.255
4,1.578,23.67
2,4.008,60.12
4,9.065,135.975
1,10.345,155.175
3,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
5,3.006,45.09
4,5.486,82.29
2,6.256,93.84
4,2.417,36.255
1,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
5,8.341,125.115
3,9.065,135.975
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
1,1.578,23.67
4,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
4,3.006,45.09
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
5,2.417,36.255
3,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,3.006,45.09
1,5.486,82.29
4,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
3,1.578,23.67
1,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
5,4.008,60.12
4,8.341,125.115
2,9.065,135.975
4,3.006,45.09
1,5.486,82.29
3,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
5,9.065,135.975
4,10.345,155.175
2,2.417,36.255
4,4.008,60.12
1,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
5,1.578,23.67
3,4.008,60.12
4,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
4,8.341,125.115
3,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
1,8.341,125.115
4,9.065,135.975
3,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
2,1.578,23.67
4,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
5,6.256,93.84
3,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
1,10.345,155.175
4,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,5.486,82.29
4,6.256,93.84
4,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
2,2.417,36.255
4,4.008,60.12
3,8.341,125.115
1,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
5,2.417,36.255
4,1.578,23.67
2,4.008,60.12
4,9.065,135.975
1,10.345,155.175
3,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
5,3.006,45.09
4,3.006,45.09
2,5.486,82.29
4,6.256,93.84
1,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
5,8.341,125.115
3,9.065,135.975
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
1,2.417,36.255
4,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
4,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
5,2.417,36.255
3,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
1,5.486,82.29
4,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
3,1.578,23.67
1,4.008,60.12
2,9.065,135.975
1,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
5,9.065,135.975
4,3.006,45.09
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
5,10.345,155.175
4,2.417,36.255
2,4.008,60.12
4,8.341,125.115
1,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
4,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
5,9.065,135.975
3,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
